city,hotel,user_rating,text,landmarks,predicted_label,confidence,true_label,correct,is_augmented
Красноярск,Апарт-отель Карат апарт,10,"Шикарные апартаменты в современном стиле. Панорамные окна с видом на город. Есть полноценная кухня, стиральная машина — очень удобно для долгой поездки.",заповедник Столбы,1,0.8548873066902161,1,True,
Красноярск,Апарт-отель Карат апарт,8,Долго ждали администратора при заселении. Но сами апартаменты выше всяких похвал.,заповедник Столбы,1,0.6445959806442261,1,True,
Красноярск,Гостиница Метелица Красноярск,9,Уютный и чистый отель. В номере тепло (для Сибири это важно). Завтрак 'шведский стол' довольно разнообразный.,заповедник Столбы,1,0.8396925926208496,1,True,
Красноярск,Гостиница Метелица Красноярск,7,"Находится не в самом центре, до основных достопримечательностей нужно ехать. Интерьер простоват.",заповедник Столбы,1,0.5354083776473999,0,False,
Красноярск,Гостиница МВДЦ Сибирь,9,"Идеально для тех, кто приехал на выставку. Отель прямо в выставочном центре. Номера чистые, современные. Хороший завтрак.",заповедник Столбы,1,0.8638340830802917,1,True,
Красноярск,Гостиница МВДЦ Сибирь,6,"Вокруг огромные парковки и торговые центры, нет места для пеших прогулок. Далеко от исторического центра.",заповедник Столбы,1,0.5165919661521912,0,False,
Красноярск,Отель Легенда Аэро,10,"Лучший отель при аэропорте. Очень стильный дизайн, всё новое. Можно выспаться между рейсами в полной тишине.",заповедник Столбы,1,0.8528198599815369,1,True,
Красноярск,Отель Легенда Аэро,8,"Цена высокая для транзитного отеля, но комфорт того стоит. В ресторане выбор блюд небольшой.",заповедник Столбы,1,0.7851883769035339,1,True,
Красноярск,Гостиница Сибирский Сафари Клуб,9,Прекрасное расположение на берегу Енисея. Ощущение загородного отдыха. Свой ресторан с сибирской кухней просто отличный.,заповедник Столбы,1,0.8665227293968201,1,True,
Красноярск,Гостиница Сибирский Сафари Клуб,5,"В номерах чувствуется запах старины. Зимой было душновато, а кондиционер работал шумно.",заповедник Столбы,1,0.5600034594535828,0,False,
Красноярск,Гостиница Sky Центр,10,"Отличный вид на город с верхних этажей. Центр, до набережной рукой подать. Номера современные, ничего лишнего.",заповедник Столбы,1,0.7888837456703186,1,True,
Красноярск,Гостиница Sky Центр,8,"Парковка перед отелем почти всегда занята. Завтрак начинается поздно, не успел перед работой.",заповедник Столбы,0,0.47029343247413635,1,False,
Красноярск,Отель Novotel Красноярск центр,10,"Европейский стандарт качества. Отличный тренажерный зал и сауна. Завтраки очень качественные, кофе — лучший в городе.",заповедник Столбы,1,0.8670076727867126,1,True,
Красноярск,Отель Novotel Красноярск центр,9,"Всё супер, но цена в праздничные дни кусается. Персонал на ресепшене очень профессиональный.",заповедник Столбы,1,0.7708009481430054,1,True,
Красноярск,Апарт-отель Крассталкер,8,"Хороший вариант для экономного проживания. В квартире чисто, есть всё для жизни. Удобно, что ключи передают на месте.",заповедник Столбы,1,0.8349617123603821,1,True,
Красноярск,Апарт-отель Крассталкер,4,"Ремонт бюджетный, в подъезде было накурено. Матрас на кровати слишком мягкий, болела спина.",заповедник Столбы,1,0.5669267773628235,0,False,
Красноярск,Гостиница Красноярск,8,Самый центр города. Вид на Театральную площадь и Енисей. Завтраки шведский стол с хорошим выбором.,заповедник Столбы,1,0.8369380831718445,1,True,
Красноярск,Гостиница Красноярск,5,"Очень старая гостиница. Лифты постоянно заняты, в номерах старая сантехника. Требуется серьезная реновация.",заповедник Столбы,1,0.6692917943000793,0,False,
Нижний Новгород,Отель Marins Нижний Новгород,9,"Огромный отель, очень удобно расположен рядом с вокзалом и Ярмаркой. Завтраки 'шведский стол' просто поражают воображение своим выбором. В номерах чисто.",Нижегородский Кремль,1,0.8458420634269714,1,True,
Нижний Новгород,Отель Marins Нижний Новгород,6,"Очень долго ждали лифт, их явно не хватает на такое количество гостей. В номере было душновато, кондиционер работал шумно.",Нижегородский Кремль,0,0.44407686591148376,0,True,
Нижний Новгород,АЗИМУТ Отель Нижний Новгород,10,Лучший вид на Стрелку! Просыпаться с видом на Волгу и Оку — это сказка. Номера в стиле Смарт очень функциональные и современные.,Нижегородский Кремль,1,0.8461569547653198,1,True,
Нижний Новгород,АЗИМУТ Отель Нижний Новгород,8,"Отель находится на крутом съезде, пешком подниматься в центр города тяжеловато. Но вид всё окупает.",Нижегородский Кремль,1,0.7662415504455566,1,True,
Нижний Новгород,Отель Bobo st.art,10,Очень стильный и необычный арт-отель. Каждый уголок — готовая фотозона. Расположен на главной пешеходной улице Большой Покровской. Персонал супер!,Нижегородский Кремль,1,0.8638738989830017,1,True,
Нижний Новгород,Отель Bobo st.art,9,"Шумно по вечерам, так как окна выходят на оживленную улицу с музыкантами, но нам это даже понравилось, создавало атмосферу.",Нижегородский Кремль,1,0.6873471736907959,1,True,
Нижний Новгород,Отель Минин,10,"Превосходный отель в самом центре. Всё новое, чистое, очень вежливый сервис. Завтраки подают в очень красивом зале.",Нижегородский Кремль,1,0.8695980310440063,1,True,
Нижний Новгород,Отель Минин,8,"Номер был на мансардном этаже, окна небольшие. В остальном — придраться не к чему.",Нижегородский Кремль,0,0.46566563844680786,1,False,
Нижний Новгород,Гостиница Никитин,9,"Историческое здание 19 века. Очень атмосферно, высокие потолки, классическая мебель. Расположение на Стрелке очень удобное для прогулок.",Нижегородский Кремль,1,0.8437244296073914,1,True,
Нижний Новгород,Гостиница Никитин,7,Завтрак довольно скромный. Слышимость в номерах высокая из-за старых перекрытий.,Нижегородский Кремль,1,0.5757980346679688,0,False,
Нижний Новгород,СORT INN Нижний Новгород Центр,10,"Отличный международный уровень. Номера просторные, кровать невероятно удобная. Тихий район в центре города. Всё очень достойно.",Нижегородский Кремль,1,0.8570668697357178,1,True,
Нижний Новгород,СORT INN Нижний Новгород Центр,9,"Всё понравилось, но цена на дополнительные услуги (например, прачечную) показалась завышенной.",Нижегородский Кремль,1,0.6952119469642639,1,True,
Нижний Новгород,Отель MaxxRoyal,8,"Чистый и современный отель. В номере было всё необходимое: халаты, тапочки, зубные наборы. Персонал быстро решил вопрос с сейфом.",Нижегородский Кремль,1,0.7910474538803101,1,True,
Нижний Новгород,Отель MaxxRoyal,5,"Находится в некотором отдалении от центра. Рядом стройка, утром было шумно. Завтраки без изысков.",Нижегородский Кремль,0,0.4131709635257721,0,True,
Нижний Новгород,Гостиница Славия,8,"Хороший бюджетный вариант. Номера простые, но аккуратные. Персонал приветливый, помогли с картой города.",Нижегородский Кремль,1,0.8282927870750427,1,True,
Нижний Новгород,Гостиница Славия,6,"Ремонт в стиле 2000-х. Не самый удобный душ, вода подтекала на пол.",Нижегородский Кремль,1,0.6657562851905823,0,False,
Нижний Новгород,Ресторанно-гостиничный комплекс Купеческий клуб,10,"Настоящий купеческий шик. Ресторан при отеле — это отдельное удовольствие, очень вкусная русская кухня. Номера огромные с богатым интерьером.",Нижегородский Кремль,1,0.8573949337005615,1,True,
Нижний Новгород,Ресторанно-гостиничный комплекс Купеческий клуб,7,"В номере много тяжелого текстиля и ковров, для аллергиков может быть проблемой. Сервис немного медлительный.",Нижегородский Кремль,1,0.5373143553733826,0,False,
Нижний Новгород,Гостиница Автозаводская,7,Историческое здание в стиле соцреализма. Очень интересно архитектурно. Цены очень низкие.,Нижегородский Кремль,1,0.7874600291252136,0,False,
Нижний Новгород,Гостиница Автозаводская,4,Район далековато от центра. В номерах старая мебель и сантехника. Подходит только если нужно сэкономить.,Нижегородский Кремль,1,0.595830500125885,0,False,
Новосибирск,Ramada by Wyndham Novosibirsk,10,"Стандарт качества мирового уровня. Номера просторные, кровать очень удобная. Завтраки разнообразные, есть всё — от каш до десертов. Персонал очень внимателен к просьбам.",Оперный театр,1,0.8210039734840393,1,True,
Новосибирск,Ramada by Wyndham Novosibirsk,8,"Отель отличный, но расположен в деловом районе, до центральных достопримечательностей нужно ехать на такси. В остальном — всё супер.",Оперный театр,1,0.8069377541542053,1,True,
Новосибирск,Отель Домина Новосибирск,10,"Итальянский стиль в центре Сибири. Яркий дизайн, очень уютное лобби. Номера чистые, звукоизоляция отличная. Очень понравился завтрак и кофе.",Оперный театр,1,0.8704068064689636,1,True,
Новосибирск,Отель Домина Новосибирск,9,"Всё понравилось, но подземная парковка довольно узкая, на большом автомобиле заезжать не очень удобно.",Оперный театр,1,0.644314706325531,1,True,
Новосибирск,Grand Autograph Hotel Novosibirsk,10,"Лучший отель города. Напротив Оперного театра. Роскошные интерьеры, сервис на 5 звезд. Бассейн и спа-зона на высшем уровне.",Оперный театр,1,0.8451884984970093,1,True,
Новосибирск,Grand Autograph Hotel Novosibirsk,8,"Очень дорого, но оправдано качеством. Единственное — на завтраке было много людей, пришлось ждать столик.",Оперный театр,1,0.7188371419906616,1,True,
Новосибирск,Отель Космос Новосибирск,9,"Удобное расположение рядом с метро. Номера современные, в стиле минимализма. Очень чисто, вежливый персонал на ресепшене.",Оперный театр,1,0.8685574531555176,1,True,
Новосибирск,Отель Космос Новосибирск,7,"Номер 'Стандарт' довольно компактный. Вид из окна был на соседнюю стройку, было немного шумно по утрам.",Оперный театр,1,0.5373529195785522,0,False,
Новосибирск,DoubleTree by Hilton Hotel Novosibirsk,10,"Фирменное теплое печенье при заезде — это всегда приятно. Отличный спа-центр с бассейном. Тихий район, хотя центр совсем рядом.",Оперный театр,1,0.8373507857322693,1,True,
Новосибирск,DoubleTree by Hilton Hotel Novosibirsk,9,Всё на уровне Хилтона. Завтраки очень качественные. Персонал быстро решил вопрос с заменой полотенец.,Оперный театр,1,0.7339476346969604,1,True,
Новосибирск,Апарт-отель APARTVILLE,9,"Отличный вариант для длительного проживания. Своя кухня, стиральная машина, современный ремонт. Ощущение, что живешь в своей квартире.",Оперный театр,1,0.8370295763015747,1,True,
Новосибирск,Апарт-отель APARTVILLE,7,"До центра города нужно ехать. Заселение происходит удаленно, не сразу разобрались с кодом от двери.",Оперный театр,0,0.42433714866638184,0,True,
Новосибирск,Отель Marins Новосибирск,8,"Огромный отель напротив вокзала. Удобно для тех, кто проездом. Завтраки очень сытные, большой выбор блюд.",Оперный театр,1,0.8300480842590332,1,True,
Новосибирск,Отель Marins Новосибирск,5,"Очень шумно от вокзальной площади. Лифты постоянно перегружены, приходится долго ждать. Номера требуют косметического ремонта.",Оперный театр,1,0.5203188061714172,0,False,
Новосибирск,Парк-Отель Сосновый бор,10,"Настоящий оазис в городе. Воздух потрясающий, вокруг лес. Очень уютные номера и вкусный ресторан. Идеально для отдыха от суеты.",Оперный театр,1,0.8731945753097534,1,True,
Новосибирск,Парк-Отель Сосновый бор,7,Далеко от центра. Зимой дорожки на территории не всегда хорошо очищены от снега.,Оперный театр,0,0.45288094878196716,0,True,
Новосибирск,Гостиница Skyport,9,"Лучший выбор, если у вас ранний вылет. Буквально 5 минут пешком до терминала. Номера чистые, тихо, можно выспаться перед рейсом.",Оперный театр,1,0.7330171465873718,1,True,
Новосибирск,Гостиница Skyport,6,"Цена завышена из-за расположения. Ресторан в отеле работает медленно, выбор блюд ограничен.",Оперный театр,1,0.594407320022583,0,False,
Новосибирск,Отель Gorskiy city hotel,9,"Панорамный вид на левый берег и Обь. Номера современные, всё работает исправно. Хороший завтрак и вежливый персонал.",Оперный театр,1,0.8531889915466309,1,True,
Новосибирск,Отель Gorskiy city hotel,7,"Расположен на левом берегу, в часы пик пробки на мостах могут стать проблемой, если нужно в центр.",Оперный театр,1,0.5328782796859741,0,False,
Новосибирск,Отель Греческий Олимп,8,"Небольшой и уютный отель. В номере чисто, есть всё необходимое. Приятный персонал.",Оперный театр,1,0.847146213054657,1,True,
Новосибирск,Отель Греческий Олимп,5,"Звукоизоляция очень слабая, слышно всё, что происходит в коридоре. Завтрак очень скромный.",Оперный театр,1,0.5061253905296326,0,False,
Пермь,Гостиница Холидей Пермь,10,"Прекрасный новый отель. Очень чистые номера, приветливый персонал и шикарные завтраки. Расположение удобное, всё в шаговой доступности.",набережная Камы,1,0.8808483481407166,1,True,
Пермь,Гостиница Холидей Пермь,8,"Всё понравилось, но звукоизоляция в номерах могла бы быть лучше — слышно, что происходит в коридоре.",набережная Камы,1,0.6306662559509277,1,True,
Пермь,Отель Grand Hotel Perm,10,"Лучший отель в городе для деловых поездок. Высокий уровень сервиса, отличный ресторан и очень удобные кровати. Вид на Каму завораживает.",набережная Камы,1,0.8715640902519226,1,True,
Пермь,Отель Grand Hotel Perm,9,"Дорого, но сервис оправдывает ожидания. Очень внимательный персонал на ресепшене.",набережная Камы,1,0.7831570506095886,1,True,
Пермь,Отель Aura City Hotel,9,"Стильный отель в самом центре. Просторные номера, современный дизайн. Очень понравилось наличие кофемашины в номере.",набережная Камы,1,0.8568868041038513,1,True,
Пермь,Отель Aura City Hotel,7,"Парковка очень маленькая, пришлось кружить вокруг квартала, чтобы найти место.",набережная Камы,1,0.5235881805419922,0,False,
Пермь,Гостиница AurA Aquarelle,10,Очень уютный и фотогеничный отель. Дизайн продуман до мелочей. В номере идеально чисто и пахнет свежестью.,набережная Камы,1,0.8654003143310547,1,True,
Пермь,Гостиница AurA Aquarelle,8,"Завтраки вкусные, но выбор блюд небольшой. Для короткой поездки — идеально.",набережная Камы,1,0.7910711765289307,1,True,
Пермь,Гостиница Apri Hotel Perm,9,"Хорошее соотношение цены и качества. Расположен в тихом центре. Номера уютные, есть всё необходимое.",набережная Камы,1,0.8371074795722961,1,True,
Пермь,Гостиница Apri Hotel Perm,6,"В ванной комнате был слабый напор воды. Персонал вежливый, но решали проблему долго.",набережная Камы,1,0.5601672530174255,0,False,
Пермь,Art Hotel Пермь,9,"Небольшой, но очень приятный отель. Интересные картины в интерьере. Завтраки домашние и очень душевные.",набережная Камы,1,0.8366109728813171,1,True,
Пермь,Art Hotel Пермь,7,"Номер на мансарде был тесноват, головой задевал потолок. Но для одной ночи нормально.",набережная Камы,1,0.5732763409614563,0,False,
Пермь,Гостиница ASTOR,10,"Классика и уют. Отель с историей, очень вежливое обслуживание. Расположение в самом центре — огромный плюс.",набережная Камы,1,0.8668655157089233,1,True,
Пермь,Гостиница ASTOR,8,"Интерьер немного старомодный, но всё в очень хорошем состоянии и очень чисто.",набережная Камы,1,0.7396249771118164,1,True,
Пермь,NEW STAR,9,"Огромный бизнес-отель. Хороший тренажерный зал и сауна. Завтраки сытные, шведский стол с большим выбором.",набережная Камы,1,0.8603839874267578,1,True,
Пермь,NEW STAR,6,"В отеле часто проходят конференции, из-за чего в лобби и лифтах постоянная суета и толпы людей.",набережная Камы,1,0.5971018671989441,0,False,
Пермь,Hotel DeParis,10,"Романтичное место. Номер был украшен к нашему приезду. Очень тихо, комфортно, прекрасный текстиль на кроватях.",набережная Камы,1,0.8260456323623657,1,True,
Пермь,Hotel DeParis,8,"Находится не в центре, нужно ехать на такси. Но за тишину и уют это можно простить.",набережная Камы,1,0.5566672086715698,1,True,
Пермь,Four Elements Perm,10,"Международный стандарт. Всё четко: быстрый заезд, чистейший номер, отличная кухня в ресторане. Рекомендую!",набережная Камы,1,0.8371497392654419,1,True,
Пермь,Four Elements Perm,9,"Всё супер, но в выходные цена значительно выше. Сервис на высоте.",набережная Камы,1,0.6821038126945496,1,True,
Пермь,Отель Прикамье,8,Легендарный отель. Расположение на эспланаде — лучше не придумаешь. Цены очень демократичные.,набережная Камы,1,0.7425217032432556,1,True,
Пермь,Отель Прикамье,5,"Номера требуют ремонта. Ощущение, что застрял в 90-х. Завтрак очень посредственный.",набережная Камы,1,0.5666531920433044,0,False,
Пермь,Гостиница City Star,9,Хороший вид на город. Номера просторные и светлые. Персонал на ресепшене очень отзывчивый.,набережная Камы,1,0.8500903844833374,1,True,
Пермь,Гостиница City Star,7,"Мебель в номере немного потертая. Wi-Fi работал нестабильно, постоянно вылетал.",набережная Камы,0,0.4816822111606598,0,True,
Пермь,Отель Ева Пермь,9,"Милый мини-отель. Тихий дворик, шума машин не слышно. Чисто, по-домашнему уютно.",набережная Камы,1,0.7110148072242737,1,True,
Пермь,Отель Ева Пермь,6,"Сложно найти вход в первый раз, нет яркой вывески. В номере не было кондиционера.",набережная Камы,0,0.4700930714607239,0,True,
Пермь,Мини-отель Albergo,8,"Чисто и бюджетно. Хорошее место, чтобы просто переночевать. Есть чайник и микроволновка в общей зоне.",набережная Камы,1,0.7741166353225708,1,True,
Пермь,Мини-отель Albergo,4,"Слышимость ужасная. Слышно, как в соседнем номере включают воду и разговаривают.",набережная Камы,1,0.5512211322784424,0,False,
Пермь,Apri Polet Hotel,9,"Идеально для тех, кто прилетает ночью. Отель рядом с аэропортом Большое Савино. Номера современные, кровати мягкие.",набережная Камы,1,0.830415666103363,1,True,
Пермь,Apri Polet Hotel,7,До центра города ехать долго и дорого. В ресторане выбор блюд на ужин скудный.,набережная Камы,1,0.5614516735076904,0,False,
Петропавловск-Камчатский,Гостиница Авача,8,"Классическая гостиница с отличным видом на домашние вулканы. Номера чистые, персонал вежливый. Расположение удобное — рядом остановки и магазины.",вулканы Камчатки,1,0.8722191452980042,1,True,
Петропавловск-Камчатский,Гостиница Авача,6,"Мебель в номерах довольно старая, ремонт из 90-х. Завтраки скромные, не всегда вовремя пополняют шведский стол.",вулканы Камчатки,1,0.5267937183380127,0,False,
Петропавловск-Камчатский,Отель Русский двор,10,"Лучший отель в городе. Сервис на высоте, всё очень дорого и достойно. В номерах идеальная чистота и очень вкусная еда в ресторане.",вулканы Камчатки,1,0.8691399693489075,1,True,
Петропавловск-Камчатский,Отель Русский двор,9,"Цены кусаются, но это компенсируется комфортом. В лобби всегда приятная атмосфера.",вулканы Камчатки,1,0.7817717790603638,1,True,
Петропавловск-Камчатский,Отель Yu,10,"Очень стильный и современный мини-отель. Дизайн в стиле минимализма, всё продумано. Приятные завтраки и отличный кофе.",вулканы Камчатки,1,0.877495527267456,1,True,
Петропавловск-Камчатский,Отель Yu,9,"Сложно найти парковку рядом, но сам отель — один из лучших по комфорту в городе.",вулканы Камчатки,1,0.7826958894729614,1,True,
Петропавловск-Камчатский,Отель Комфорт,9,"Хороший вариант для деловых поездок. Номера уютные, есть всё необходимое. Персонал отзывчивый, помогли с организацией тура.",вулканы Камчатки,1,0.8414692878723145,1,True,
Петропавловск-Камчатский,Отель Комфорт,7,"Звукоизоляция между номерами слабая, слышно разговоры соседей. Завтрак без изысков.",вулканы Камчатки,0,0.3889951705932617,0,True,
Петропавловск-Камчатский,Апарт-отель Peak 3456,10,"Шикарные новые апартаменты. Панорамный вид на сопки. Есть кухня, что важно, когда возвращаешься с океана и хочешь приготовить краба.",вулканы Камчатки,1,0.8107632398605347,1,True,
Петропавловск-Камчатский,Апарт-отель Peak 3456,8,"Находится на возвышенности, пешком подниматься тяжело, лучше брать такси.",вулканы Камчатки,1,0.597232460975647,1,True,
Петропавловск-Камчатский,Мини-отель Полуостров,9,"Маленький, уютный отель. Очень чисто, по-домашнему. Администраторы всегда готовы подсказать, куда сходить и что посмотреть.",вулканы Камчатки,1,0.8205971121788025,1,True,
Петропавловск-Камчатский,Мини-отель Полуостров,6,"Номер был очень маленький, едва развернулись с рюкзаками. Но за такую цену — приемлемо.",вулканы Камчатки,1,0.5516314506530762,0,False,
Петропавловск-Камчатский,Хостел WelKam,9,"Отличный хостел для туристов. Чистые душевые, просторная кухня и очень дружелюбная атмосфера. Много иностранцев и интересных людей.",вулканы Камчатки,1,0.8587964773178101,1,True,
Петропавловск-Камчатский,Хостел WelKam,8,"В общих комнатах бывает душно, если они полностью заселены. Но за эти деньги — супер.",вулканы Камчатки,1,0.6333160400390625,1,True,
Петропавловск-Камчатский,Апарт-отель Деревенька,9,"Необычный формат, домики в черте города. Очень уютно, внутри пахнет деревом. Есть зона для барбекю.",вулканы Камчатки,1,0.8200849294662476,1,True,
Петропавловск-Камчатский,Апарт-отель Деревенька,7,"Зимой было прохладно, обогреватели справлялись с трудом. Дорога к домикам была плохо очищена.",вулканы Камчатки,1,0.5535620450973511,0,False,
Петропавловск-Камчатский,Хостел VULKAN,8,Бюджетно и сердито. Удобные кровати со шторками. Есть всё необходимое для приготовления еды.,вулканы Камчатки,1,0.7711709141731262,1,True,
Петропавловск-Камчатский,Хостел VULKAN,5,Уборка в общих зонах могла бы быть чаще. Шумно по вечерам из-за большой компании в холле.,вулканы Камчатки,1,0.5178914666175842,0,False,
Петропавловск-Камчатский,ХостеLкам24,7,Простой хостел. Главное преимущество — цена и наличие свободных мест в разгар сезона.,вулканы Камчатки,1,0.7228795289993286,0,False,
Петропавловск-Камчатский,ХостеLкам24,4,"Очень тесно, не хватает розеток. Кухня маленькая, утром очередь к плите.",вулканы Камчатки,0,0.4405335783958435,0,True,
Петропавловск-Камчатский,Chalet UpLodge,10,"Потрясающее место с видом на бухту. Шале очень уютное, камин, пледы — всё для романтики и отдыха после гор.",вулканы Камчатки,1,0.8507176637649536,1,True,
Петропавловск-Камчатский,Chalet UpLodge,9,"Расположено уединенно, без машины добираться неудобно. Но тишина и виды того стоят.",вулканы Камчатки,1,0.5754189491271973,1,True,
Петропавловск-Камчатский,Земля медведей,9,"Настоящий камчатский колорит. Гостеприимные хозяева, очень вкусная домашняя еда. Помогли с трансфером и гидом.",вулканы Камчатки,1,0.844840407371521,1,True,
Петропавловск-Камчатский,Земля медведей,8,"Интерьер простой, дачный. Но за душевность ставлю высокий балл.",вулканы Камчатки,1,0.7392433285713196,1,True,
Петропавловск-Камчатский,Гостевой дом Нино,9,"Очень чистый гостевой дом. Приятная кухня, где можно пообщаться с другими гостями. Район тихий.",вулканы Камчатки,1,0.8413033485412598,1,True,
Петропавловск-Камчатский,Гостевой дом Нино,7,"Завтраки не предусмотрены, нужно заботиться о еде заранее. До центра нужно ехать на автобусе.",вулканы Камчатки,0,0.47358784079551697,0,True,
Петропавловск-Камчатский,ГК Аврора,8,"Хорошая база отдыха. Есть бассейн с термальной водой, что очень круто. Номера обычные, чистые.",вулканы Камчатки,1,0.8444684147834778,1,True,
Петропавловск-Камчатский,ГК Аврора,5,"Сервис ненавязчивый, иногда сложно дозваться администратора. Требуется обновление интерьера.",вулканы Камчатки,1,0.6077922582626343,0,False,
Владимир,Отель Вознесенская Слобода,10,"Уникальное место с видом на заклязьминские дали. Территория ухоженная, как в сказке. Ресторан при отеле — один из лучших в городе.",Золотые ворота,1,0.8401657342910767,1,True,
Владимир,Отель Вознесенская Слобода,8,"Цены выше средних, но за атмосферу купеческой усадьбы стоит переплатить. В номере на втором этаже немного скрипели полы.",Золотые ворота,1,0.6431794166564941,1,True,
Владимир,Отель Честер,10,"Очень стильный британский интерьер. Чистота безупречная, сантехника новая. Завтраки очень сытные и подаются красиво.",Золотые ворота,1,0.8621342182159424,1,True,
Владимир,Отель Честер,9,"Расположен в центре, но на тихой улочке. Единственный минус — небольшая парковка, вечером сложно найти место.",Золотые ворота,1,0.6708405613899231,1,True,
Владимир,Отель на Манежном,9,"Уютный мини-отель. Очень дружелюбная хозяйка, встретили как родных. До Золотых ворот пешком минут 10.",Золотые ворота,1,0.7933117151260376,1,True,
Владимир,Отель на Манежном,7,"Номер категории стандарт ну очень маленький, едва поместились с чемоданами. Завтрак домашний, но без выбора.",Золотые ворота,1,0.5566830039024353,0,False,
Владимир,Гостиница АМАКС Золотое кольцо,8,"Типичный большой отель. Понравилось наличие развлечений: боулинг, бильярд. Номера после ремонта выглядят свежо.",Золотые ворота,1,0.8074508309364319,1,True,
Владимир,Гостиница АМАКС Золотое кольцо,5,"Далеко от исторического центра. Очень много людей на завтраке, создается суета и шум. Медленный Wi-Fi.",Золотые ворота,1,0.5487257838249207,0,False,
Владимир,Гостиница Vania Rooms Hotel,10,"Пожалуй, самый современный отель во Владимире. Дизайн в стиле лофт, всё продумано до мелочей. Персонал очень профессиональный.",Золотые ворота,1,0.8275061845779419,1,True,
Владимир,Гостиница Vania Rooms Hotel,9,"Стеклянная перегородка в санузел выглядит круто, но не всем может быть комфортно. В остальном — восторг.",Золотые ворота,1,0.7287602424621582,1,True,
Владимир,Отель Гринфил Владимир (Greenfeel Vladimir),9,"Отличный формат самообслуживания. Чисто, современно, есть общая кухня, где можно разогреть еду. Бюджетно и качественно.",Золотые ворота,1,0.8614867925643921,1,True,
Владимир,Отель Гринфил Владимир (Greenfeel Vladimir),6,"Тонкие стены. Если попадутся шумные соседи, будет слышно каждое слово. Мало розеток возле кровати.",Золотые ворота,1,0.5132889151573181,0,False,
Владимир,Гостиница Русская деревня,10,Настоящий деревянный сруб! Запах дерева в номере просто потрясающий. Баня и ресторан с русской кухней выше всяких похвал.,Золотые ворота,1,0.8399133086204529,1,True,
Владимир,Гостиница Русская деревня,7,"Находится на выезде из города, без машины добираться неудобно. Зимой в домиках бывает свежо.",Золотые ворота,0,0.488355427980423,0,True,
Владимир,Гостиница Авлад-отель,8,Простой и чистый отель. Для того чтобы переночевать одну ночь — вариант отличный. Персонал вежливый.,Золотые ворота,1,0.8637840747833252,1,True,
Владимир,Гостиница Авлад-отель,5,"Скромные завтраки. Мебель и ремонт напоминают о советских временах. Рядом дорога, шумновато.",Золотые ворота,1,0.6551017761230469,0,False,
Владимир,Гостиница Семязино,9,"Тихое место рядом с озером. Можно прогуляться на природе. Номера простые, но аккуратные.",Золотые ворота,1,0.7663635611534119,1,True,
Владимир,Гостиница Семязино,6,"Очень далеко от центра. В ванной комнате не было фена, пришлось просить на ресепшене.",Золотые ворота,0,0.4071168601512909,0,True,
Владимир,Гостиница Князь Владимир,9,"Хороший бассейн и сауна. Номера просторные, кровать большая и удобная. Есть свой ресторан с хорошим меню.",Золотые ворота,1,0.8572080731391907,1,True,
